titles,category
통신  사  아이폰   시리즈에 최대   만원 지원,IT
게임위  올해 국감도 쉽지 않다  확률형 아이템 사후관리  전문성 점검 예고,IT
최고의  단풍 명소 가 이곳  설악산도 아니고 남이섬도 아니네,IT
밤하늘  번째로 밝은 별  알고보니 별이 아니었다,IT
삼성전자    실리콘밸리서    성능 높인  엑시노스       공개,IT
 애플  아이패드 신제품 쏟아진다 ,IT
아이폰    전자파 폭탄  논란  한국은 왜 조치 없나 ,IT
    본궤도 올라탄 유빅스  연말     에 혈액암치료제  상 시험계획 신청 ,IT
이순형 라온시큐어 대표  화이트햇 합병은 글로벌 기업 성장 위한 선택 ,IT
 르포  년만에     만명 확보한 삼성 스마트싱스 스마트홈 생태계 확장,IT
  개  살라미 요금제  쏟아 낸  위       통신시장 판 흔들까,IT
삼성전자    시장 재추격할까   미국에서 엑시노스      공개,IT
애플이 웬일  이통 사 아이폰   공시지원금 최대   만원,IT
 문자를 이미지로 변환  삼성전자   엑시노스       공개,IT
프린세스 메이커 창세기전 부활하는 추억의 게임들,IT
  업계  모든 문제에 가짜뉴스라니 말도 못하고 답답 ,IT
 컴앤스톡   중고  웹젠  사법리스크 노사분쟁 신작부진  주가 반등은,IT
네이버 카카오도  시간 이상 먹통 때 이용자 고지 의무,IT
  샵  소형 다용도 주방용품 판매 확 늘어 ,IT
가계 통신비 인하 플랫폼 기업 두마리 토끼 노리는      종합 ,IT
 일문일답        월  만원부터  맞춤요금제  너겟  출시 이유는,IT
 종합          만원         요금 출시  와이파이족   대 공략 ,IT
경제계    개 규제혁신 법안  조속한 처리 요청 ,IT
모더나  동절기 코로나   백신접종에  스파이크박스 엑스주  활용해야 ,IT
코로나   한숨 돌리나 했더니 올해는 어르신 결핵 주의보,IT
   핵심기술 유출 우려   과학기술 출연연  해킹 사이버 공격     건 급증,IT
경제계  킬러규제   대 마지막 정기국회서 풀어야 ,IT
아이폰   내일 국내 사전예약  삼성  폴더블 시리즈  맞대결,IT
     신형  시리즈  세계 최초 한국서 첫 출시 최상위 모델  억    만원,IT
성냥 성분으로 저렴하게 성능 높인 흑연 음극재 나왔다,IT
 팩플  위챗 알리페이 이용자  쓰던 앱으로 카카오  택시 부른다는데,IT
다음 포털 매크로 논란 확산 전문가들  모든 매크로 조작 못 막아 ,IT
   반도체 스타트업 리벨리온과 삼성전자  차세대    반도체 공동개발,IT
아이폰   발열 악재 애플  투자의견도 매수에서 중립으로 하향조정,IT
 한판 붙자 아이폰    삼성전자 안드로이드 동맹 구글 픽셀  내놨다,IT
쓴만큼 낸다      맞춤형 요금제  너겟 으로 통신비 절감 종합 ,IT
 토마토즙이 뚝뚝   사람 손보다 낫다  쥐기만 하면  과일 신선도  안다  영상 ,IT
 팩플  포털 다음  여론 조작  논란에 범정부   출범 또 시험대 오른 플랫폼,IT
과방위  과기정통부 방통위 국정감사 증인 없이 실시,IT
리플  앉아서 이겼다    법원       항소  기각  코인브리핑 ,IT
 램 연말  낸드 내년  분기 삼성  적자탈출 시간표  앞당긴다,IT
삼성전자   보급형 프리미엄  갤럭시   시리즈 전력 강화,IT
     개로   응원     만 번 클릭  카카오   클릭 응원  매크로 정황 포착,IT
 볼륨 키우면 이상한 소리가  아이폰    이번엔 스피커 문제까지,IT
  전자  전장 호조에  분기 실적 기대감 ,IT
  매출  조  쿠키런   데브시스터즈 구원투수 될까,IT
 단독  오염수  일일  브리핑  내주부터 주  회로 축소,IT
수천억 규모 공공   사업  국감 핫이슈  부상 ,IT
국감     여야 이견에 이통 사 대표 출석 불투명    돋보기 ,IT
    예산 줄었는데  포닥 구조조정은 막겠다 ,IT
정필모     무선국 성능 불합격 비율  타사대비   배 높아 ,IT
 인가구 늘자 주거 해결사  코리빙  뜬다,IT
   퇴근길  삼성 갤럭시       공개 카카오  축구 한중전 응원 조작  수사의뢰 ,IT
지각 불완전 출범한 개인정보위  기 부적격자 추천 논란,IT
  조 돌파     가전 부품 사업      사업 기대주 부상,IT
 낸드 불황 직격탄    하이닉스 솔리다임 어깨 무거워진 노종원 사장,IT
삼성전자 갤럭시    시리즈 공개     달러 내려 아이폰에  맞불 ,IT
